Empresa,Relato_Lematizao_SW
Nubank,"['verifiquei', 'registrato', 'constar', 'registro', 'nome', 'prejuízo', 'bancário', 'período', 'ano', '.']"
Banco do Brasil,"['data', 'dívida', 'solicitei', 'retirada', 'registro', 'spcserasa', 'computar', 'restrição', 'cpf', 'divide', 'caducar', 'porém', 'serasa', 'dispor', 'opção', 'apenas', 'indicar', 'pagamento', 'servidora', 'serviço', 'somente', 'dispor', 'quitação', 'débito', 'caducar', 'preescrever', '.', 'solicitar', 'retirada', 'restrição', 'cpf', 'conforme', 'prescrição', 'vigor', '.']"
Nubank,"['estao', 'cobrar', 'juro', 'abusivo', 'ligacoe']"
Banco Santander,"['pagar', 'divida', 'desconto', 'banco', 'enviar', 'nome', 'scr', 'prejuizo', 'prejudicar', 'conseguir', 'credito', '.', 'banco', 'quiz', 'fazer', 'acordo', 'comigo', 'nao', 'poder', 'prejudicar', 'segundo', 'entendimento', 'stj', '.', 'solicitar', 'imediato', 'retirada', 'nome', 'sob', 'conta', 'decreto', 'stj', '.']"
Caixa Econômica Federal,"['motorista', 'uber', 'nao', 'condicoes', 'pagar', 'valor', 'divida', '.']"
Banco Itaú Unibanco,"['valor', 'cobrar', 'acima', 'devido', '.', 'cobrança', 'indevido', '.']"
Nubank,"['prezar', 'conforme', 'comunicar', 'superendividamento', 'enviar', 'demanda', 'anteriormente', 'sob', 'protocolo', 'n', 'venho', 'através', 'formalizar', 'solicitação', 'renegociação', 'dívida', 'diretamente', 'procon', 'bacen', 'vez', 'obtiver', 'êxito', 'nenhum', 'conversa', 'via', 'telefone', 'agência', 'onde', 'somente', 'oferecer', 'valor', 'condição', 'algum', 'pagar', 'diante', 'cenário', 'superendividamento', 'saber', 'banco', 'tender', 'pedir', 'procon', 'recuse', 'tal', 'demanda', 'pedido', 'seguir', 'exato', 'recomendação', 'molde', 'código', 'defesa', 'consumidor', 'atualizar', 'lei', 'artigo', '.', 'competir', 'concorrente', 'facultativamente', 'órgão', 'público', 'integrante', 'sistema', 'nacional', 'defesa', 'consumidor', 'fase', 'conciliatório', 'preventivo', 'processo', 'repactuação', 'dívida', 'molde', 'art', '.', 'código', '.', 'reforço', 'nenhum', 'proposta', 'ofereçar', 'pagar', 'pouco', 'tomei', 'emprestar', 'devir', 'correção', 'ciente', 'obrigação', 'pagar', 'principal', 'emprestado', 'nenhum', 'momento', 'intenção', 'premeditar', 'calote', 'agir', 'má', 'fé', 'todo', 'momento', 'venho', 'reforçar', 'através', 'ato', 'prático', 'bom', 'fé', 'intenção', 'negociar', 'forma', 'consiga', 'pagar', 'obrigação', 'moradia', 'alimentação', 'saúde', 'transporte', 'honrar', 'obrigação', 'financeiro', 'fazer', 'exatamente', 'buscar', 'justiça', 'acreditar', 'verdadeiramente', 'senhor', 'avaliar', 'fato', 'disposto', 'negociar', 'fase', 'conciliatório', 'superendividamento', '.', 'esclarecer', 'seguir', 'proposta', 'negociação', 'ofereço', 'proposta', 'quitar', 'dívida', 'valor', 'rs', 'empréstimo', 'Nubank', 'número', 'contrato', 'poder', 'pagar', 'valor', 'forma', 'parcelar', 'x', 'real', 'comprometer', 'manutenção', 'item', 'básico', 'família', 'acordo', 'todo', 'credor', '.', 'coloco', 'disposição', 'receber', 'contraproposta', 'fato', 'assumir', 'valor', 'acima', 'proposto', 'informei', 'comunicado', 'anterior', 'hoje', 'sistema', 'informação', 'crédito', 'Banco', 'central', 'scr', 'responsabilidade', 'total', 'real', 'r', 'banco', 'instituição', 'financeiro', '.', 'caso', 'necessário', 'poder', 'enviar', 'comprovante', 'pagamento', 'rendimento', 'mensal', 'junto', 'comprovação', 'todo', 'movimentação', 'financeiro', 'onde', 'pagar', 'necessidade', 'básico', 'relação', 'todo', 'dívida', 'garantia', 'garantia', 'descritivo', 'detalhar', 'despesa', 'essencial', 'mensal', 'desde', 'constatar', 'situação', 'superendividamento', 'todo', 'movimentação', 'único', 'conta', 'modo', 'encaminhar', 'pedido', 'encaminhar', 'todo', 'credor', 'outro', 'instituição', 'absolutamente', 'nada', 'esconder']"
Mercado Pago,"['prezar', 'venho', 'meio', 'solicitar', 'auxílio', 'consumidor.gov.br', 'resolução', 'bloqueio', 'injustificar', 'conta', 'pj', 'pf', 'junto', 'mercado', 'pagar', '.', 'situação', 'afetar', 'diretamente', 'suspensão', 'reter', 'saldo', 'conta', 'pessoal', 'pessoa', 'físicar', 'necessito', 'urgentemente', 'cobrir', 'compromisso', 'financeiro', 'essencial', 'ver', 'recentemente', 'fiquei', 'desempregado', 'transferi', 'recisão', 'mercado', 'pagar', 'porém', 'situação', 'resolver', 'canal', 'atedimento', 'mercado', 'pagar', 'sempre', 'receber', 'resposta', 'generico', 'insuficiente', 'ocorrer', 'querer', 'liberar', 'valor', 'imediato', '.', 'ligação', 'suspensão', 'ás', 'noite', 'protocolo', 'informar', 'caso', 'repassar', 'time', 'segurança', 'meio', 'ligação', 'nada', 'resolver', 'hoje', 'receber', 'email', 'automatico', 'generico', 'grande', 'explicação', 'apenas', 'informar', 'conta', 'suspender', 'novamente', 'nada', 'resolver', '.', 'todo', 'problema', 'ocorrer', 'conta', 'pj', 'separar', 'demanr', 'mei', 'pessoa', 'físico', 'receber', 'tudo', 'conta', 'pf', 'passar', 'tempo', 'receber', 'pagamento', 'cliente', 'conta', 'pf', 'mercado', 'pagar', 'conta', 'pj', 'receber', 'algum', 'pagamento', 'começar', 'surgir', 'problema', 'logo', 'parei', 'receber', 'mercado', 'pagar', 'conta', 'pj', 'passar', 'usar', 'outro', 'instituição', '.', 'cliente', 'sintome', 'lesar', 'conta', 'suspenso', 'qualquer', 'aviso', 'prévio', 'justificativa', 'claro', 'ver', 'certezar', 'descumpri', 'nenhum', 'termo', 'condição', 'mercado', 'pagar', 'nenhum', 'conta', 'suspensão', 'erro', 'peçar', 'consumidor.gov.br', 'intervir', 'junto', 'mercado', 'pagar', 'revisar', 'desbloquear', 'conta', 'possibilitar', 'recuperar', 'acesso', 'saldo', 'breve', 'possível', '.', 'reclamação', 'reclame', 'procon', 'consumidor', 'gov', 'bacen', 'outro', 'meio', 'fim', 'resolver', 'problema', 'desbloquear', 'conta', '.']"
Nubank,"['empréstimo', 'atrasar', 'época', 'fiquei', 'desempregado', 'conseguir', 'pagar', '.', 'juro', 'aumentar', 'virar', 'bola', 'neve', 'sujar', 'nome', '.', 'gostar', 'oportunidade', 'limpálo', '.']"
Caixa Econômica Federal,"['caixa', 'econômico', 'constar', 'direito', 'desconto', 'encaixar', 'todo', 'critério', 'estabelecer', 'ainda', 'desempregado', '.', 'bradesco', 'qualquer', 'movimentação', 'cancelei', 'todos', 'débito', '.', 'itaú', 'último', 'negociação', 'parecer', 'vijente', 'nunca', 'receber', 'boleto', 'fazer', 'sempre', 'dúvida', '.']"
Banco Santander,"['gostar', 'solicitar', 'exclusão', 'nome', 'orgãos', 'proteção', 'credito', 'fazer', 'ano', 'acordo', 'pagamento', 'divida']"
Nubank,"['data', 'verifiquei', 'extrato', 'cartão', 'crédito', 'contar', 'corrente', 'constar', 'cobrança', 'serviço', 'indique', 'serviço', 'cobrar', 'exemplo', 'seguro', 'título', 'capitalização', 'etc', 'valor', 'indique', 'valor', 'cobrança', 'reconhecer', 'solicitei', 'autorizar', 'contratação', '.', 'descrevar', 'contato', 'realizar', 'empresa', 'indicar', 'data', 'horário', 'atendimento', 'receber', 'informe', 'valor', 'contestar', 'pagar']"
Nubank,"['preciso', 'descritivo', 'evolução', 'divido']"
Nubank,"['bom', 'tarde', 'leandro', 'portador', 'cpf', 'xxx.xxx.xxxxx', 'venho', 'informar', 'indignação', 'banco', 'total', 'despreparo', 'solucionar', 'dívida', 'cliente', 'cobrar', 'valor', 'absurr', 'acima', 'dívida', 'juro', 'abusivo', 'entrar', 'contato', 'responder', 'site', 'governo', 'ficar', 'mandar', 'msg', 'email', 'dizer', 'alegar', 'q', 'aplicativo', 'poder', 'negocioar', 'q', 'aplicativo', 'vc', 'pagar', 'banco', 'determinar', 'valor', 'acima', 'gastar']"
Nubank,"['seguir', 'anexo', 'valor', 'dividida', 'caducar', 'nome', 'sujo', 'serasa', 'prejuízo', '.', 'tentar', 'diversos', 'vez', 'negociar', 'valor', 'parcelar', 'banco', 'facilitar', 'querer', 'cobrar', 'valor', 'total', 'juro', '.']"
Nubank,"['gostar', 'fazer', 'acordo', 'instituição', 'oferecer', 'acordo', 'pagamento', 'vista', 'valor', 'real', 'entanto', 'entrar', 'contato', 'acordo', 'disponível', 'passar', 'real', 'caso', 'instituição', 'interesse', 'negociar', 'aceitar', 'negociação', 'dois', 'mil', 'real', 'vista', '.']"
Banco Itaú Unibanco,"['realizeir', 'renegociação', 'itaú', 'paguei', 'tudo', 'baixa', 'serasa', 'pagar', 'liguei', 'pedir', 'nada', '.']"
Nubank,"['querer', 'renegociar', 'dívida', 'cobrar', 'valor', 'exorbitante', 'alto', 'valor', 'devido', 'juro', 'pagar', 'valor', 'tá', 'alto', '..']"
Nubank,"['acordo', 'nubank', 'quitar', 'dívida', 'nome', 'ainda', 'constar', 'inadimplente', 'querer', 'tirar', 'nome', 'inadimplência']"
Mercado Pago,"['conta', 'mercado', 'pagar', 'suspender', 'dinheiro', 'usar', 'pro', 'sustento', 'salário', 'cair', '.', 'desesperado', 'motivo', 'suspender', '.', 'entrar', 'contato', 'telefone', 'ninguém', 'falar', 'suspensão', 'prazo', 'resolução', '.', 'poder', 'esperar', 'reaver', 'dinheiro', 'socorro', 'alguém', 'ajudar', 'amor', 'deus', '.']"
Nubank,"['nome', 'limpo', 'fazer', 'cartão', 'crédito', 'crédito', 'lugar', 'algum', 'descobrir', 'q', 'nubank', 'colocar', 'nome', 'registrar', 'continuar', 'nome', 'sujo', 'aprovação', 'nada', 'solicitar', 'retirada', 'imediatamente']"
Nubank,"['dúvida', 'hoje', 'quase', 'mil', 'levar', 'nome', 'spc', '.percebo', 'juro', 'acima', 'média', 'Banco', 'central', 'evolução', 'dívida', '.']"
Nubank,"['parcelamento', 'empréstimo', 'pagamento', 'primeiro', 'parcela', 'nome', 'continuar', 'constar', 'banco', 'central', '.']"
Nubank,"['gostar', 'renegociar', 'dívida', 'banco', 'porém', 'atolar', 'juro', 'paguei', 'juro', 'reparcelar', '..', 'inviável', 'gostar', 'fazer', 'acordo', '.']"
Nubank,"['vista', 'mutirão', 'renegociação', 'amplamente', 'divulgar', 'procon', 'httpswww.procon.pr.gov.brnoticiaproconprrealizamutiraoonlinederenegociacaodedividasemparceriacomfebraban', 'prever', 'possibilidade', 'negociação', 'ver', 'site', 'consumidor.gov', 'consumidor', 'supra', 'desejar', 'negociar', 'divida', 'banco', '.']"
Banco Santander,"['solicitação', 'retirada', 'nome', 'lista', 'prejuízo', 'banco', 'registrato', 'Banco', 'central', 'listagem', 'fevereiro', '.']"
Banco Itaú Unibanco,"['bom', 'tarde', 'cliente', 'itaú', 'Personnalité', 'quase', 'dez', 'ano', 'último', 'dois', 'ano', 'dificuldade', 'resolver', 'questão', 'gerente', 'danilo', 'sinibardi', '.', 'bom', 'pessoa', 'parecer', 'entender', 'bem', 'trabalho', 'educar', 'tal', 'todo', 'vez', 'preciso', 'algo', 'conseguir', 'resolver', 'sair', 'script', 'trabalho', '.', 'desapontador', 'gerente', 'anterior', 'conseguir', 'resolver', 'coisa', 'tradicional', '.', 'último', 'problema', 'cartão', 'The', 'one', 'pe', 'ersonnalité', '.', 'solicitar', 'cartão', 'abril', 'outubro', 'agora', 'cobrança', 'primeiro', 'parcela', 'anuidade', '.', 'liguei', 'saber', 'poder', 'fazer', 'dizer', 'nada', 'cancelar', 'cartão', '.', 'dois', 'cartão', 'fato', 'cancelar', '.', 'querer', 'cancelar', 'cartão', 'algum', 'solução', 'cobrança', '.', 'talvez', 'possível', 'isentar', 'cobrança', 'gerente', 'sempre', 'poder', 'compensar', 'outro', 'coisa', 'banco', 'sempre', '.', 'simplesmente', 'apresentar', 'nenhum', 'proposta', 'nenhum', 'alternativa', 'cancelar', '.', 'impressão', 'personnalité', 'necessidade', 'agradar', 'cliente', 'sempre', 'passado', '.', 'gerente', 'anterior', 'poder', 'conseguir', 'isenção', 'sempre', 'tentarer', 'tudo', 'falar', 'superior', 'chamar', 'canal', 'competente', 'arranjar', 'outro', 'solução', '.', 'simplesmente', 'fazer', 'nada', '.', 'simplesmente', 'cancelar', 'poder', 'fazer', 'app', '.', 'dois', 'ano', 'atrás', 'querer', 'mudar', 'cartão', 'latar', 'black', 'versão', 'visar', 'tb', 'dizer', 'aparecer', 'app', 'fazer', 'nada', '.', 'diversos', 'cliente', 'conseguir', 'mudança', 'facilmente', '.', 'resultado', 'fico', 'insatisfeito', 'atendimento', 'descaso', '.', 'solicitar', 'mudança', 'volta', 'agência', 'físico', 'digital', 'gente', 'ficar', 'distante', 'parecer', 'fazer', 'pequeno', 'questão', 'agradar', '.']"
Nubank,"['gostar', 'solicitar', 'evolução', 'dívida', 'cartão', 'crédito']"
Nubank,"['juro', 'abusivo', 'dívida', 'cartão', 'crédito', 'ficar', 'impossível', 'renegociar', 'dívida', '.', 'submenter', 'ameaça', 'sujar', 'nome', 'açao', 'extrajudicial', '.']"
Nubank,"['preciso', 'descritivo', 'evolução', 'dívida', '.']"
Nubank,"['renegociação', 'divir', 'juro', 'altissir', 'padrão', 'multa', 'alto', 'consigar', 'pagar', '.']"
Caixa Econômica Federal,"['procurar', 'quitar', '.']"
Nubank,"['dívida', 'banco', 'nubankr', 'anono', 'consequência', 'golpe', 'estelionato', 'sofri', 'através', 'pix', 'crédito', 'fazer', 'transferência', 'á', 'várias', 'pessoa', 'valor', 'total', 'quase', 'oito', 'mil', 'real', '.', 'infelizmente', 'banco', 'nubankr', 'quase', 'contato', 'contestação', 'ver', 'med', 'fazer', 'devolução', 'somente', 'valor', '.', 'b.o', 'entrar', 'ação', 'justiça', 'através', 'juizado', 'especial', 'cidade', 'infelizmente', 'banco', 'alegar', 'transferência', 'livre', 'espontânea', 'vontade', 'perdi', 'causa', 'prejuízo', 'momento', 'condição', 'pagar', 'juro', 'alto', 'abusivo', 'nome', 'negativar', 'gostar', 'renegociar', 'dívida', 'valor', 'facilitado', 'agradeço', 'compreensão']"
Banco Inter (Banco Intermedium),"['valor', 'divida']"
Banco do Brasil,"['gostar', 'renegociar', 'fie', '.', 'dificuldade', 'pagamento', 'fiquei', 'desempregar', 'agora', 'gostar', 'tentar', 'pagar', '.']"
Nubank,"['dívida', 'real', 'hoje', 'mil', 'percebo', 'juro', 'acima', 'média', 'Banco', 'central', 'evolução', 'dívida', '.']"
Banco Santander,"['parei', 'trabalhar', 'prefeitura', 'início', 'parar', 'pagar', 'empréstimo', 'consignar', '.', 'recordar', 'data', 'exato', 'empréstimo', 'valor', 'debitar', 'folha', 'época', '.', 'saber', 'valor', 'empréstimo', 'original', 'valor', 'atualmente', 'subir', 'forma', 'exorbitante', 'maneira', 'gostar', 'verificar', 'possibilidade', 'parcelamento', 'ver', 'consigo', 'pagar', '.', 'querer', 'qro', 'depender', 'banco', 'acordo', 'amigável', 'parcela', 'Caibam', 'orçamento', '.']"
Nubank,"['atraso', 'pagamento', 'fatura', 'cartão', 'acabar', 'gerar', 'divida', 'alto', '.', 'preciso', 'demonstrativo', 'evolução', 'divida', '.']"
Banco do Brasil,"['prezar', 'tentar', 'fazer', 'pagamento', 'ver', 'pix', 'aparecer', 'seguinte', 'mensagem', 'pix', 'indisponível', '.', 'enviar', 'pix', 'utilizar', 'celular', 'sistema', 'operacional', 'android', 'igual', 'alto', 'io', 'igual', 'alto', '.', 'celular', 'samsung', 'prime', 'android', 'hoje', 'primeiro', 'vez', 'acontecer', 'modelo', 'celular', 'compatível', 'android', 'alto', '.', 'considerar', 'diferença', 'android', 'mínimas', 'acreditar', 'prática', 'abusivo', 'vez', 'banco', 'dever', 'atender', 'público', 'amplo', 'excluir', 'celular', 'avançado', '.', 'alternativa', 'aceitável', 'poder', 'oferecer', 'versão', 'levar', 'básica', 'app', 'aparelho', 'permitir', 'versão', 'antigo', 'certo', 'limitação', '.', 'sintome', 'prejudicar', 'atualmente', 'relizar', 'pix', 'celular', 'demanda', 'cotidiano', 'abusivo', 'discriminatório', 'acesso', 'serviço', 'apenas', 'celular', 'atual', '.', 'solicito', 'providência', 'permitir', 'continuar', 'acessar', 'serviço', 'pix', 'imposição', 'trocar', 'aparelho', 'celular', '.']"
Banco do Brasil,"['gostar', 'fizer', 'ressarcimento', 'valor', 'referente', 'dois', 'consignado', 'descontar', 'contracheque', '.', 'valor', 'ressarcir', 'todo', 'mes', 'conta', 'corrente', 'primeiro', 'util', 'cada', 'mes', 'devido', 'liminar', 'onde', 'determinar', 'fazer', 'devolução', 'valor', 'descontar', 'contracheque', '.', 'ação', 'superendividamento', 'extremamente', 'necessitar', 'dinheiro', 'solicitar', 'tal', 'devolução', 'fazer', 'maneira', 'rápido', 'possível', 'minimizar', 'dano', 'pessoa', '.', 'ultima', 'vez', 'acontecer', 'gerente', 'falar', 'processo', 'devolução', 'sair', 'esteira', 'automatizar', '.', 'demorar', 'quase', 'solucionar', 'porque', 'ficar', 'falar', 'aguardar', 'dinheiro', 'cair', 'ficar', 'incomodar', 'resolver', 'ver', 'questão', 'sair', 'esteira', '.']"
Banco do Brasil,"['hoje', 'pagar', 'conta', 'pix', 'ver', 'prejudicar', 'banco', 'Brasil', 'mensagem', 'dizer', 'poder', 'efetuar', 'transação', 'celular', 'sistema', 'operacional', 'android', 'celular', 'usar', 'somente', 'transação', 'bancárias.é', 'sistema', 'operacional', '.', 'lei', 'mudar', 'celular', 'novo', 'fazer', 'confirmação', 'praxe', 'máquina', 'agência', 'sentir', 'coagido', 'grande', 'parte', 'operação', 'casa', 'usar', 'artifício', 'favorecer', 'rapidez', 'intenção', 'renda', 'comprar', 'aparelho', 'novo', 'resolver', 'tanto', 'entrave', 'senhora', 'ano']"
Nubank,"['pagar', 'dívida', 'desconto', 'banco', 'enviar', 'nome', 'pro', 'scr', 'prejuízo', 'prejudicar', 'conseguir', 'crédito', 'banco', 'querer', 'fazer', 'acordo', 'comigo', 'poder', 'prejudicar', 'segundo', 'entendimento', 'stj', 'solícito', 'retirada', 'nome', 'área', 'prejuízo', 'banco', '.']"
Nubank,"['paguei', 'dobro', 'dívida', 'ainda', 'existir', 'grande', 'saldo', '.', 'gostar', 'Banco', 'enviar', 'descritivo', 'dívida']"
Banco do Brasil,"['entrar', 'contato', 'oferecer', 'proposta', 'quitação', 'dívida', 'entretanto', 'valor', 'condição', 'pagamento', 'devido', 'alto', 'taxa', 'juro', 'valor', 'constar', 'serasa', 'dívir', 'referente', 'adiantamento', 'depositante', '.']"
Nubank,"['tento', 'contato', 'êxito', 'querer', 'tirar', 'nome', 'restrição']"
Banco do Brasil,"['abril', 'realizar', 'operação', 'nº', 'valor', 'total', 'r', 'parcela', 'vencimento', 'cada', 'mês', '.', 'juro', 'praticar', 'junho', 'realizar', 'operaçao', 'nº', 'valor', 'parcela', 'juro', 'aler', 'praticado', 'mercado', '.']"
Nubank,"['parceleir', 'divido', 'negativo', 'insituição', 'próprio', 'aplicativo', 'Banco', 'nubankr', 'acordo', 'porém', 'apontamento', 'registrar', 'bacen', 'continuar', 'cpf', '.', 'acordo', 'norma', 'codigo', 'consumidor', 'dever', 'retirar', 'momento', 'constar', 'sistema', 'bacen', '.']"
Nubank,"['divida', 'cartão', 'credito', 'gostar', 'quitala', '.', 'saber', 'existir', 'mutirão', 'desconto', 'entrar', 'contato', '.']"
Caixa Econômica Federal,"['bom', 'tarde', 'gostar', 'cancelar', 'taxa', 'manutenção', 'aplicativo', 'bt', 'cesta', 'valor', 'r', '.']"
Nubank,"['renegociação', 'divida', 'juro', 'abusivo', 'cobrar', 'além', 'realmente', 'devar', '.']"
Caixa Econômica Federal,"['gostar', 'fazer', 'acordo', 'supracitado', 'acima', 'pagamento', '.']"
Banco do Brasil,"['avaliar', 'relatório', 'scr', 'registrato', 'constar', 'cpf', 'registro', 'banco', 'Brasil', 'divir', 'efetuei', 'pagamento', 'desde', '.', 'solicito', 'exclusão', 'nome', 'constante', 'cadastro', 'Banco', 'central']"
Nubank,"['cobrança', 'juro', 'abusivo', 'evolução', 'dívida', 'cartão', 'crédito', '.']"
Banco Inter (Banco Intermedium),"['solicitação', 'quitação', 'contrato', 'fgts', 'data', '.', 'porém', 'contar', 'ainda', 'receber', 'data', 'solicitar', 'mudança', '.', '.', 'informar', 'eliohana', 'certezar', 'conseguir', '.', 'falar', 'desconsiderar', 'email', 'realizar', 'novo', 'tentativa', 'data', '.', 'banco', 'conseguir', 'ajudar', 'mudar', 'data', 'intenção', 'pagar']"
Nubank,"['conforme', 'documento', 'evolução', 'divido', 'ficar', 'claro', 'oportunismo', 'banco', 'gerar', 'saldo', 'devedor', 'quase', 'mil', 'real', 'banco', 'formalizar', 'inciativa', 'oferecer', 'desconto', 'valor', 'principal', 'informar', 'r', 'juro', 'banco', 'recusar', 'cancelar', 'cartão', 'trazer', 'opçao', 'parcelamento', 'taxa', 'pequeno', 'rotativo', 'entao', 'esperar', 'boleto', 'quitaçao', 'valor', 'r', '.']"
